Query genome	Reference genome	ANI_tw	AF
AI2857_v1_c2	AI2739_v1_c4	99.992	100.00
AI2857_v1_c2	AI2875_v1_c3	99.998	100.00
AI2857_v1_c2	AI2913_v1_c3	99.997	96.5513432836
AI2857_v1_c2	AI3071_v1_c2	99.734	100.00
AI2857_v1_c2	AN2362_v1_c3	99.996	100.00
AI2858_v1_c3	AI2815_v1_c3	99.920	90.4402380952
AI2859_v1_c3	AI2621_v1_c4	99.703	54.9752380952
AI2859_v1_c3	AI2669_v1_c4	99.940	87.9953692202
AI2859_v1_c3	AI2786_v1_c3	99.979	89.650510697
AI2859_v1_c3	AI2911_v1_c4	99.978	91.4434713596
AI2859_v1_c3	AN2344_v1_c3	99.703	84.3354244306
AI2859_v1_c3	AN2364_v1_c4	99.976	88.8905866115
AI2860_v1_c3	AI2666_v1_c5	99.941	86.8753761215
AI2860_v1_c3	AI2687_v1_c4	99.939	89.0804071774
AI2860_v1_c3	AI2750_v1_c3	99.983	81.354057971
AI2860_v1_c3	AI2844_v1_c4	99.979	90.736252588
AI2860_v1_c3	AI2859_v1_c3	100.000	100.00
AI2860_v1_c3	AI2920_v1_c2	99.981	92.1841476881
AI2860_v1_c3	AI2965_v1_c4	99.981	91.6334230504
AI2861_v1_c2	AI2584_v1_c2	99.695	93.4825390898
AI2861_v1_c2	AI2605_v1_c2	99.976	100.00
AI2861_v1_c2	AI2777_v1_c3	98.388	59.5479183197
AI2861_v1_c2	AI2816_v1_c2	99.611	98.0570175029
AI2861_v1_c2	AN2343_v1_c2	98.581	82.4028028005
AI2861_v1_c3	AI2621_v1_c4	99.726	67.1901678108
AI2861_v1_c3	AI2782_v5_c3	99.990	100.00
AI2861_v1_c3	AI2863_v1_c3	99.996	100.00
AI2861_v1_c3	AI2934_v1_c2	99.962	100.00
AI2861_v1_c3	AI2964_v1_c2	99.972	100.00
AI2861_v1_c3	AI3008_v1_c4	99.994	100.00
AI2861_v1_c3	AI3038_v1_c2	99.972	100.00
AI2861_v1_c3	AI3062_v1_c3	99.986	70.6255377574
AI2861_v1_c3	AN2363_v1_c2	100.000	100.00
AI2863_v1_c2	AI2587_v1_c2	98.925	55.4082703138
AI2863_v1_c2	AI2610_v1_c2	98.925	58.907033387
AI2863_v1_c2	AI2654_v1_c2	99.922	100.00
AI2863_v1_c2	AI2677_v1_c2	99.991	100.00
AI2863_v1_c2	AI2851_v1_c2	98.488	67.9312248592
AI2863_v1_c2	AI2974_v1_c3	99.969	100.00
AI2863_v1_c3	AI2689_v1_c3	99.962	100.00
AI2863_v1_c3	AI2774_v1_c4	99.998	92.883299293
AI2863_v1_c3	AI2842_v1_c4	99.996	100.00
AI2863_v1_c3	AI2872_v1_c2	99.961	100.00
AI2863_v1_c3	AI2945_v1_c2	99.978	100.00
AI2863_v1_c3	AI2976_v1_c4	100.000	100.00
AI2863_v1_c3	AI3069_v1_c5	99.994	100.00
AI2865_v1_c3	AI2740_v1_c3	99.957	72.6498199212
AI2865_v1_c3	AI2770_v1_c3	99.962	73.0435171638
AI2865_v1_c4	AI2800_v1_c2	97.682	67.1691285956
AI2865_v1_c4	AI2865_v1_c4	100.000	100.00
AI2865_v1_c4	AI2925_v1_c2	97.757	71.3645093063
AI2865_v1_c4	AI2983_v1_c2	98.706	71.1959729272
AI2866_v1_c2	AI2666_v1_c5	99.973	100.00
AI2866_v1_c2	AI2792_v1_c6	99.998	99.2006981982
AI2866_v1_c2	AI2850_v1_c5	99.996	100.00
AI2866_v1_c2	AI2942_v1_c3	99.970	100.00
AI2866_v1_c2	AI2967_v1_c3	100.000	100.00
AI2866_v1_c2	AI3038_v1_c2	99.971	100.00
AI2867_v1_c2	AI2622_v1_c2	99.992	100.00
AI2867_v1_c2	AI2675_v1_c2	98.873	59.4373751783
AI2867_v1_c2	AI2780_v5_c2	98.724	73.0435520685
AI2867_v1_c2	AI2801_v1_c2	99.193	65.0029651518
AI2867_v1_c2	AI2836_v1_c2	98.925	65.6815223151
AI2867_v1_c2	AI2854_v1_c2	98.335	67.812467903
AI2867_v1_c2	AI2921_v1_c2	99.992	100.00
AI2867_v1_c2	AI2937_v1_c2	99.991	100.00
AI2867_v1_c2	AI2967_v1_c2	99.996	100.00
AI2867_v1_c2	AI3027_v1_c2	98.549	66.9840696964
AI2867_v1_c3	AI2752_v1_c3	99.958	72.9851209904
AI2867_v1_c3	AI2822_v1_c2	99.960	72.4241812043
AI2867_v1_c3	AI2896_v1_c3	99.958	72.4228306134
AI2867_v1_c3	AI2934_v1_c2	99.947	100.00
AI2867_v1_c3	AI2975_v1_c3	99.960	73.8870962296
AI2868_v1_c3	AI2623_v1_c3	99.998	81.0024866514
AI2868_v1_c3	AI2683_v1_c3	99.974	100.00
AI2868_v1_c3	AI2760_v1_c4	99.995	100.00
AI2868_v1_c3	AI2784_v1_c3	99.990	100.00
AI2868_v1_c3	AI2866_v1_c2	100.000	100.00
AI2868_v1_c3	AI2890_v1_c3	99.996	100.00
AI2868_v1_c3	AI2912_v1_c2	99.998	95.2741952708
AI2868_v1_c3	AI2935_v1_c5	99.998	100.00
AI2868_v1_c3	AI2965_v1_c4	99.996	100.00
AI2868_v1_c3	AI3009_v1_c4	99.994	100.00
AI2868_v1_c3	AI3039_v1_c4	99.996	100.00
AI2870_v1_c2	AI2606_v1_c3	98.387	61.8832161687
AI2870_v1_c2	AI2643_v1_c2	98.841	69.3884065612
AI2870_v1_c2	AI2686_v1_c2	99.592	93.8608230814
AI2870_v1_c2	AI2800_v1_c2	98.685	78.200228471
AI2870_v1_c2	AI2836_v1_c2	99.278	100.00
AI2870_v1_c2	AI2882_v1_c2	99.260	91.1216959578
AI2870_v1_c2	AI2965_v1_c3	98.767	78.0536731107
AI2870_v1_c3	AI2794_v1_c4	99.994	100.00
AI2870_v1_c3	AI2950_v1_c3	99.959	100.00
AI2870_v1_c3	AI3021_v1_c3	99.994	100.00
AI2870_v1_c3	AN2350_v1_c3	99.724	100.00
AI2870_v1_c4	AI2676_v1_c3	98.944	59.9382679426
AI2870_v1_c4	AI2749_v1_c4	99.686	90.113722488
AI2870_v1_c4	AI2801_v1_c2	98.931	100.00
AI2870_v1_c4	AI2922_v1_c4	99.935	100.00
AI2870_v1_c4	AN2361_v1_c4	97.045	85.9461722488
AI2871_v1_c2	AI2638_v1_c2	99.889	84.299481982
AI2871_v1_c2	AI2757_v1_c2	99.995	100.00
AI2871_v1_c2	AI2937_v1_c2	98.869	85.8311216216
AI2871_v1_c3	AI2665_v1_c4	99.975	100.00
AI2871_v1_c3	AI2778_v1_c3	99.998	100.00
AI2871_v1_c3	AI2865_v1_c3	99.960	95.7000686499
AI2871_v1_c3	AI2892_v1_c4	100.000	100.00
AI2871_v1_c3	AI2951_v1_c4	99.974	100.00
AI2871_v1_c4	AI2604_v1_c3	99.459	100.00
AI2871_v1_c4	AI2769_v1_c5	99.280	52.4637487829
AI2871_v1_c4	AI2855_v1_c3	99.424	74.42
AI2871_v1_c4	AI3024_v1_c4	96.614	88.2265043817
AI2871_v1_c4	AN2341_v1_c9	99.932	100.00
AI2872_v1_c2	AI2677_v1_c3	99.998	100.00
AI2872_v1_c2	AI2745_v1_c4	99.966	100.00
AI2872_v1_c2	AI2776_v1_c3	99.963	100.00
AI2872_v1_c2	AI2824_v5_c3	99.961	100.00
AI2872_v1_c2	AI2882_v1_c3	99.957	100.00
AI2872_v1_c2	AI2906_v1_c2	99.972	100.00
AI2872_v1_c2	AI2929_v1_c4	99.972	100.00
AI2872_v1_c2	AN2345_v1_c3	99.681	100.00
AI2873_v1_c2	AI2622_v1_c4	99.998	80.350778032
AI2873_v1_c2	AI2754_v5_c3	99.994	100.00
AI2873_v1_c2	AI2780_v5_c3	99.990	100.00
AI2873_v1_c2	AI2866_v1_c2	100.000	100.00
AI2873_v1_c2	AI2913_v1_c3	100.000	96.7352707857
AI2873_v1_c2	AI3011_v1_c3	99.997	89.6399237223
AI2873_v1_c2	AI3041_v1_c2	99.379	55.8040808543
AI2873_v1_c2	AI3065_v1_c3	99.998	100.00
AI2873_v1_c3	AI2603_v1_c3	99.483	100.00
AI2873_v1_c3	AI3039_v1_c3	98.530	100.00
AI2873_v1_c3	AN2358_v1_c9	98.018	76.8711197663
AI2874_v1_c2	AI2631_v5_c2	99.422	95.1281384083
AI2874_v1_c2	AI2650_v1_c2	98.979	73.1245997693
AI2874_v1_c2	AI2810_v1_c2	99.873	99.5851487889
AI2874_v1_c2	AI2929_v1_c3	98.619	62.5064059977
AI2874_v1_c2	AI2989_v1_c2	99.999	100.00
AI2874_v1_c2	AI3064_v2_c2	98.525	65.1504036909
AI2874_v1_c3	AI2641_v1_c4	99.731	84.8899084668
AI2874_v1_c3	AI2740_v1_c3	99.994	100.00
AI2874_v1_c3	AI2756_v1_c3	99.995	100.00
AI2874_v1_c3	AI2782_v5_c3	99.990	100.00
AI2874_v1_c3	AI2911_v1_c4	99.995	100.00
AI2874_v1_c3	AI3038_v1_c2	99.972	100.00
AI2874_v1_c3	AI3062_v1_c3	99.986	70.560228833
AI2874_v1_c3	AN2363_v1_c2	100.000	100.00
AI2874_v1_c4	AI2870_v1_c4	99.945	100.00
AI2874_v1_c4	AN2337_v1_c3	98.034	100.00
AI2875_v1_c2	AI2603_v1_c2	97.826	50.7286564299
AI2875_v1_c2	AI2751_v1_c2	97.913	56.7995316699
AI2875_v1_c2	AI2913_v1_c2	97.655	63.0853051823
AI2875_v1_c2	AI2942_v1_c2	98.034	62.5131669866
AI2875_v1_c2	AI2974_v1_c3	97.971	52.6755086372
AI2875_v1_c2	AI3025_v1_c3	98.068	63.2199846449
AI2875_v1_c2	AI3042_v1_c2	97.933	59.9258848369
AI2875_v1_c3	AI2673_v1_c3	99.966	100.00
AI2875_v1_c3	AI2868_v1_c3	100.000	100.00
AI2875_v1_c3	AI2920_v1_c2	99.998	100.00
AI2875_v1_c3	AI2976_v1_c4	99.996	100.00
AI2875_v1_c3	AI3064_v2_c3	99.725	100.00
AI2876_v1_c2	AI2676_v1_c3	98.681	50.1104100529
AI2876_v1_c2	AI2761_v1_c3	99.871	100.00
AI2877_v1_c2	AI2873_v1_c3	99.911	100.00
AI2877_v1_c2	AI2932_v1_c2	98.938	100.00
AI2877_v1_c2	AI2961_v1_c3	98.674	100.00
AI2877_v1_c2	AI3042_v1_c3	99.810	100.00
AI2878_v1_c2	AI2649_v1_c2	98.811	79.4993307961
AI2878_v1_c2	AI2723_v1_c2	99.924	99.1436504916
AI2878_v1_c2	AI2753_v1_c2	99.888	100.00
AI2878_v1_c2	AI2816_v1_c2	99.590	93.9220488424
AI2878_v1_c2	AI2882_v1_c2	99.255	96.4711449413
AI2878_v1_c2	AI2902_v1_c2	99.991	100.00
AI2878_v1_c2	AI2965_v1_c3	98.766	84.2218490327
AI2878_v1_c2	AI3021_v1_c2	99.152	98.2712622899
AI2878_v1_c3	AI2928_v1_c2	96.838	69.3050695604
AI2878_v1_c4	AI2753_v1_c2	99.965	83.1534532925
AI2878_v1_c4	AI3051_v1_c2	99.935	58.9432082695
AI2879_v1_c2	AI2806_v1_c2	99.865	99.8040071856
AI2879_v1_c2	AI2819_v5_c2	97.752	55.8309892216
AI2879_v1_c2	AI2854_v1_c2	99.921	100.00
AI2879_v1_c2	AI2874_v1_c2	99.999	100.00
AI2879_v1_c2	AN2357_v1_c2	99.504	100.00
AI2879_v1_c3	AI2683_v1_c3	99.974	100.00
AI2879_v1_c3	AI2791_v1_c4	99.992	100.00
AI2879_v1_c3	AI2828_v5_c3	99.981	94.4953318078
AI2879_v1_c3	AI2906_v1_c2	99.998	100.00
AI2879_v1_c3	AI2931_v1_c3	99.998	100.00
AI2879_v1_c3	AI2993_v1_c4	99.998	100.00
AI2879_v1_c3	AI3021_v1_c3	99.994	100.00
AI2879_v1_c3	AN2337_v1_c4	99.972	100.00
AI2879_v1_c4	AI2590_v1_c3	99.968	100.00
AI2879_v1_c4	AI2677_v1_c2	98.636	59.5573196881
AI2879_v1_c4	AI2757_v1_c3	99.885	100.00
AI2879_v1_c4	AI2780_v5_c4	99.747	92.0013352827
AI2879_v1_c4	AI2818_v1_c4	99.289	91.2272222222
AI2879_v1_c4	AI2863_v1_c2	98.545	64.0863157895
AI2879_v1_c4	AI2923_v1_c2	97.740	96.5326023392
AI2879_v1_c4	AI3030_v1_c2	98.546	87.700994152
AI2880_v1_c2	AI2622_v1_c2	99.599	92.1823701566
AI2880_v1_c2	AI3030_v1_c2	99.825	97.7340354493
AI2880_v1_c3	AI2883_v1_c2	97.835	54.4244807122
AI2882_v1_c2	AI2638_v1_c2	99.100	79.0266618287
AI2882_v1_c2	AI2805_v1_c2	99.285	96.6061320755
AI2882_v1_c2	AI2841_v1_c3	98.226	62.6008030963
AI2882_v1_c2	AI2966_v1_c3	98.532	66.4076076439
AI2882_v1_c2	AN2349_v1_c2	98.622	100.00
AI2882_v1_c3	AI2870_v1_c3	99.992	100.00
AI2882_v1_c3	AI2959_v1_c5	99.993	100.00
AI2882_v1_c3	AI3018_v1_c5	99.996	100.00
AI2882_v1_c3	AN2346_v1_c3	99.771	100.00
AI2883_v1_c2	AI2739_v1_c2	98.963	74.1550666667
AI2883_v1_c2	AI2836_v1_c2	99.215	70.3632180791
AI2883_v1_c2	AI2854_v1_c2	98.646	72.8936677966
AI2883_v1_c2	AI3024_v1_c2	98.743	81.4514915254
AI2883_v1_c2	AI3069_v1_c3	99.756	84.1138463277
AI2883_v1_c3	AI2836_v1_c2	99.868	96.9262880766
AI2883_v1_c3	AI2960_v1_c3	96.847	54.3289251523
AI2883_v1_c3	AI2976_v1_c3	96.481	56.9385987815
AI2884_v1_c2	AI2745_v1_c4	99.966	100.00
AI2884_v1_c2	AI2787_v1_c5	99.959	100.00
AI2884_v1_c2	AI2886_v1_c3	99.959	100.00
AI2884_v1_c2	AI2996_v1_c4	99.963	100.00
AI2884_v1_c2	AN2342_v1_c4	99.695	100.00
AI2885_v1_c2	AI2605_v1_c2	98.723	66.0191810223
AI2885_v1_c2	AI2675_v1_c2	98.387	65.1094295397
AI2885_v1_c2	AI2892_v1_c2	98.764	74.4012595312
AI2885_v1_c2	AI3018_v1_c2	98.826	75.9461677492
AI2885_v1_c2	AI3054_v1_c2	98.456	75.2110674951
AI2885_v1_c2	AN2343_v1_c2	99.541	100.00
AI2885_v1_c3	AI2687_v1_c4	99.946	81.4198615481
AI2885_v1_c3	AI2851_v1_c4	99.984	83.7479232222
AI2885_v1_c3	AI2892_v1_c4	99.982	84.3759911894
AI2885_v1_c3	AI2952_v1_c3	99.946	84.108653241
AI2885_v1_c3	AN2355_v1_c3	99.769	77.3917243549
AI2886_v1_c2	AI2714_v1_c2	97.742	64.6943370346
AI2886_v1_c2	AI2752_v1_c2	98.193	70.2803200523
AI2886_v1_c2	AI2932_v1_c2	99.340	92.3446668844
AI2886_v1_c2	AI2971_v1_c2	97.760	80.178883083
AI2886_v1_c2	AN2350_v1_c2	97.425	73.6714467668
AI2886_v1_c3	AI2682_v1_c4	99.960	100.00
AI2886_v1_c3	AI2746_v1_c3	99.988	100.00
AI2886_v1_c3	AI2778_v1_c3	99.995	100.00
AI2886_v1_c3	AI2822_v1_c2	99.994	100.00
AI2886_v1_c3	AI2879_v1_c3	99.994	100.00
AI2886_v1_c3	AI2934_v1_c2	99.958	100.00
AI2886_v1_c3	AI3069_v1_c5	99.993	100.00
AI2886_v1_c3	AN2355_v1_c3	99.775	100.00
AI2887_v1_c2	AI2782_v5_c3	99.990	100.00
AI2887_v1_c2	AI2895_v1_c3	99.998	100.00
AI2887_v1_c2	AI2957_v1_c3	99.996	100.00
AI2887_v1_c2	AI3040_v1_c3	99.994	100.00
AI2888_v1_c2	AI2660_v1_c2	97.743	61.4179529703
AI2888_v1_c2	AI2748_v1_c2	97.991	68.8412772277
AI2888_v1_c2	AI2842_v1_c2	98.481	79.9810643564
AI2888_v1_c2	AI2878_v1_c2	97.612	54.5728811881
AI2888_v1_c2	AI2896_v1_c2	97.837	69.1779925743
AI2888_v1_c2	AI2968_v1_c3	99.241	67.5304207921
AI2888_v1_c2	AI3025_v1_c3	97.839	60.7022623762
AI2888_v1_c2	AI3063_v1_c2	97.822	84.3508564356
AI2888_v1_c2	AN2355_v1_c2	98.755	74.501710396
AI2888_v1_c4	AI2640_v1_c4	99.774	83.2725844462
AI2888_v1_c4	AI2739_v1_c4	99.990	100.00
AI2888_v1_c4	AI2785_v1_c3	99.997	100.00
AI2888_v1_c4	AI2850_v1_c5	99.997	100.00
AI2888_v1_c4	AI2916_v1_c6	99.996	100.00
AI2888_v1_c4	AI3034_v1_c3	99.968	100.00
AI2889_v1_c2	AI2599_v1_c2	99.724	75.3112683027
AI2889_v1_c2	AI2761_v1_c2	98.830	69.9687275727
AI2889_v1_c2	AI3036_v1_c2	98.770	65.1233615178
AI2889_v1_c2	AI3051_v1_c2	98.881	83.828531656
AI2889_v1_c3	AI2655_v1_c3	99.872	100.00
AI2889_v1_c3	AI2709_v1_c2	98.014	55.7011227154
AI2889_v1_c3	AI2813_v1_c2	99.832	100.00
AI2889_v1_c3	AI2913_v1_c2	96.517	61.947845953
AI2890_v1_c3	AI2669_v1_c4	99.961	100.00
AI2890_v1_c3	AI2749_v1_c3	99.989	100.00
AI2890_v1_c3	AI2886_v1_c3	99.998	100.00
AI2890_v1_c3	AI2921_v1_c3	99.996	100.00
AI2890_v1_c3	AI2959_v1_c5	99.996	100.00
AI2890_v1_c3	AI2994_v1_c3	99.998	100.00
AI2890_v1_c3	AI3040_v1_c3	99.998	100.00
AI2891_v1_c2	AI2695_v1_c3	99.972	100.00
AI2891_v1_c2	AI2770_v1_c3	99.998	100.00
AI2891_v1_c2	AI2907_v1_c3	99.998	100.00
AI2891_v1_c2	AI2934_v1_c2	99.962	100.00
AI2891_v1_c2	AI2965_v1_c4	99.996	100.00
AI2891_v1_c2	AI2994_v1_c3	99.998	100.00
AI2891_v1_c2	AN2356_v1_c3	99.732	100.00
AI2891_v1_c3	AI2590_v1_c3	99.876	100.00
AI2891_v1_c3	AI2637_v1_c2	98.427	54.6307302824
AI2891_v1_c3	AI2652_v1_c2	98.067	54.0573125609
AI2891_v1_c3	AI2675_v1_c4	98.441	72.8791431353
AI2891_v1_c3	AI2998_v1_c3	99.371	100.00
AI2892_v1_c2	AI2660_v1_c2	99.997	89.2015833333
AI2892_v1_c2	AI2746_v1_c2	99.995	100.00
AI2892_v1_c2	AI2840_v1_c3	98.418	56.2727162162
AI2892_v1_c2	AI2889_v1_c2	98.896	84.5825585586
AI2892_v1_c2	AI2921_v1_c2	98.848	80.1743513514
AI2892_v1_c2	AI2977_v1_c2	99.995	85.4613018018
AI2892_v1_c2	AI3011_v1_c2	99.981	83.2331531532
AI2892_v1_c4	AI2641_v1_c4	99.732	84.95064836
AI2892_v1_c4	AI2697_v1_c2	99.954	100.00
AI2892_v1_c4	AI2751_v1_c3	99.995	100.00
AI2892_v1_c4	AI2774_v1_c4	99.997	90.2620823799
AI2892_v1_c4	AI2859_v1_c3	99.981	96.6126239512
AI2892_v1_c4	AI2888_v1_c4	99.996	100.00
AI2892_v1_c4	AI2943_v1_c5	99.972	100.00
AI2892_v1_c4	AI3000_v1_c4	99.998	100.00
AI2892_v1_c4	AI3034_v1_c3	99.966	100.00
AI2892_v1_c5	AN2347_v1_c2	98.692	100.00
AI2893_v1_c2	AI2627_v1_c2	99.846	83.8397194805
AI2893_v1_c2	AI2895_v1_c2	99.637	75.8682493506
AI2893_v1_c2	AI2930_v1_c2	96.945	57.3699428571
AI2893_v1_c2	AI3028_v1_c2	97.198	80.4057246753
AI2893_v1_c2	AI3069_v1_c3	96.542	55.8029922078
AI2893_v1_c3	AI2743_v1_c3	99.981	100.00
AI2893_v1_c3	AI2786_v1_c3	99.982	100.00
AI2893_v1_c3	AI2821_v1_c2	99.987	100.00
AI2893_v1_c3	AI2868_v1_c3	99.989	100.00
AI2893_v1_c4	AI2608_v2_c3	99.980	100.00
AI2893_v1_c4	AI2769_v1_c4	96.938	83.2839832869
AI2894_v1_c3	AI2640_v1_c4	99.732	81.192532418
AI2894_v1_c3	AI2695_v1_c3	99.972	100.00
AI2894_v1_c3	AI2829_v1_c3	99.731	100.00
AI2894_v1_c3	AI2924_v1_c3	100.000	100.00
AI2894_v1_c3	AI2975_v1_c3	99.996	100.00
AI2894_v1_c3	AI3030_v1_c3	100.000	100.00
AI2895_v1_c2	AI2686_v1_c2	99.603	100.00
AI2895_v1_c2	AI2791_v1_c3	98.529	72.1057282705
AI2895_v1_c2	AI2851_v1_c2	99.926	100.00
AI2895_v1_c2	AI2895_v1_c2	100.000	100.00
AI2895_v1_c2	AI2952_v1_c2	99.590	100.00
AI2895_v1_c2	AN2347_v1_c2	98.731	78.1106081282
AI2895_v1_c3	AI2630_v1_c3	99.996	82.2494157303
AI2895_v1_c3	AI2673_v1_c3	99.973	100.00
AI2895_v1_c3	AI2850_v1_c5	99.994	100.00
AI2895_v1_c3	AI2873_v1_c2	99.998	100.00
AI2895_v1_c3	AI2915_v1_c3	99.998	100.00
AI2895_v1_c3	AI2989_v1_c3	99.993	100.00
AI2895_v1_c3	AI3038_v1_c2	99.970	100.00
AI2895_v1_c4	AI2637_v1_c2	98.644	57.9922135162
AI2895_v1_c4	AI2759_v1_c2	99.125	72.4306464251
AI2895_v1_c4	AI2976_v1_c3	98.624	100.00
AI2895_v1_c4	AI3063_v1_c2	99.953	100.00
AI2896_v1_c2	AI2639_v1_c2	98.048	87.8139219144
AI2896_v1_c2	AI2748_v1_c2	99.467	98.8444231738
AI2896_v1_c2	AI2867_v1_c2	98.884	91.1074508816
AI2896_v1_c2	AI2977_v1_c2	99.992	79.6430579345
AI2896_v1_c3	AI2667_v1_c2	99.954	100.00
AI2896_v1_c3	AI2754_v5_c3	99.992	100.00
AI2896_v1_c3	AI2780_v5_c3	99.989	100.00
AI2896_v1_c3	AI2866_v1_c2	99.998	100.00
AI2896_v1_c3	AI2952_v1_c3	99.955	100.00
AI2896_v1_c3	AI3038_v1_c2	99.956	100.00
AI2896_v1_c4	AI2813_v1_c3	99.809	100.00
AI2896_v1_c4	AI2916_v1_c5	99.900	71.0793340061
AI2897_v1_c2	AI2667_v1_c3	99.628	87.495404878
AI2897_v1_c2	AI2768_v1_c3	99.375	68.7781853659
AI2897_v1_c2	AI2874_v1_c4	99.945	100.00
AI2897_v1_c2	AI2985_v1_c4	97.145	96.409795122
AI2897_v1_c2	AI3044_v1_c2	99.018	100.00
AI2897_v1_c2	AI3063_v1_c2	99.963	100.00
AI2897_v1_c2	AN2362_v1_c2	99.856	100.00
AI2898_v1_c3	AI2606_v1_c3	98.960	71.1260206186
AI2898_v1_c3	AI2971_v1_c2	98.199	70.2201701031
AI2898_v1_c3	AI3051_v1_c2	98.231	67.9489020619
AI2898_v1_c4	AI2835_v1_c2	99.505	83.121503268
AI2900_v1_c2	AI2694_v1_c4	99.972	100.00
AI2900_v1_c2	AI2770_v1_c3	99.998	100.00
AI2900_v1_c3	AI2594_v1_c4	98.637	75.0653554041
AI2900_v1_c3	AI2622_v1_c2	98.603	59.8111392405
AI2900_v1_c3	AI2870_v1_c4	99.976	100.00
AI2900_v1_c3	AI2892_v1_c5	99.994	100.00
AI2900_v1_c3	AI2910_v1_c3	99.948	100.00
AI2900_v1_c3	AI2930_v1_c2	98.926	52.7129600779
AI2900_v1_c3	AI3009_v1_c2	99.705	59.0898149951
AI2900_v1_c3	AI3037_v1_c3	99.043	100.00
AI2901_v1_c2	AH0331_v1_c2	98.790	57.7547398063
AI2901_v1_c2	AI2605_v1_c2	98.683	67.8976120748
AI2901_v1_c2	AI2655_v1_c2	99.898	100.00
AI2901_v1_c2	AI2702_v1_c2	99.863	63.7219283622
AI2901_v1_c2	AI2722_v1_c2	99.966	66.6672426222
AI2901_v1_c2	AI2781_v1_c3	99.698	90.5358053616
AI2901_v1_c2	AI2882_v1_c2	98.715	76.4225568822
AI2901_v1_c2	AI2954_v5_c2	98.578	61.5043433206
AI2901_v1_c2	AI3046_v2_c2	98.750	81.7395291732
AI2901_v1_c2	AN2347_v1_c2	99.929	100.00
AI2901_v1_c3	AI2647_v1_c3	99.980	100.00
AI2901_v1_c4	AI3004_v1_c3	99.353	71.1495119617
AI2902_v1_c2	AI2595_v1_c2	98.709	64.7748759831
AI2902_v1_c2	AI2637_v1_c2	98.754	76.3989261948
AI2902_v1_c2	AI2707_v1_c2	99.959	100.00
AI2902_v1_c2	AI2931_v1_c2	98.505	79.643030853
AI2902_v1_c2	AI2974_v1_c3	98.793	88.9566333938
AI2902_v1_c2	AI3042_v1_c2	99.997	100.00
AI2902_v1_c2	AI3062_v1_c2	99.994	100.00
AI2902_v1_c3	AI2687_v1_c4	99.960	100.00
AI2902_v1_c3	AI2829_v1_c3	99.695	100.00
AI2902_v1_c3	AI2878_v1_c4	100.000	51.6227311281
AI2902_v1_c3	AI2924_v1_c3	100.000	100.00
AI2902_v1_c3	AI2975_v1_c3	99.995	100.00
AI2902_v1_c3	AI3028_v1_c3	99.998	100.00
AI2902_v1_c3	AN2357_v1_c3	99.695	100.00
AI2902_v1_c4	AI2653_v1_c2	97.762	53.507627451
AI2902_v1_c4	AI2676_v1_c3	98.603	58.6160686275
AI2902_v1_c4	AI2757_v1_c3	99.907	100.00
AI2902_v1_c4	AI2780_v5_c4	99.860	78.8127647059
AI2902_v1_c4	AI2818_v1_c4	99.319	81.6958039216
AI2902_v1_c4	AI2924_v1_c2	99.344	97.6676960784
AI2902_v1_c4	AI3054_v1_c3	99.940	100.00
AI2903_v1_c2	AI2610_v1_c2	98.395	52.9988932343
AI2903_v1_c2	AI2739_v1_c2	98.582	59.5965095815
AI2903_v1_c2	AI2757_v1_c2	98.465	61.0509855299
AI2903_v1_c2	AI2801_v1_c2	99.030	50.3575146656
AI2903_v1_c2	AI2815_v1_c2	98.308	64.4532362143
AI2903_v1_c2	AI2854_v1_c2	98.204	66.862938991
AI2903_v1_c2	AI2874_v1_c2	98.530	62.3104771216
AI2903_v1_c2	AI2910_v1_c2	98.308	70.4395580759
AI2903_v1_c2	AI2965_v1_c3	99.674	96.8763335941
AI2904_v1_c2	AI2745_v1_c4	99.998	69.2784188034
AI2904_v1_c2	AI2775_v1_c4	99.997	68.9927587844
AI2904_v1_c2	AI2867_v1_c2	99.348	54.5075735992
AI2904_v1_c2	AI2887_v1_c2	99.999	73.0286704653
AI2904_v1_c2	AI2903_v1_c2	99.669	62.2980626781
AI2904_v1_c2	AI2921_v1_c2	99.295	66.6199382716
AI2904_v1_c2	AI3001_v1_c4	99.993	70.748708452
AI2904_v1_c2	AI3024_v1_c4	99.915	59.3928537512
AI2905_v1_c2	AI2683_v1_c2	99.983	77.2429192872
AI2905_v1_c3	AI2622_v1_c4	99.997	79.8371472159
AI2905_v1_c3	AI2672_v1_c3	99.973	100.00
AI2905_v1_c3	AI2842_v1_c4	99.995	100.00
AI2905_v1_c3	AI2861_v1_c3	99.998	100.00
AI2905_v1_c3	AI2946_v1_c2	99.992	100.00
AI2905_v1_c3	AI3001_v1_c4	99.993	100.00
AI2905_v1_c3	AI3035_v5_c4	99.970	100.00
AI2905_v1_c3	AN2363_v1_c2	99.999	100.00
AI2906_v1_c2	AI2687_v1_c4	99.972	100.00
AI2906_v1_c2	AI2746_v1_c3	99.993	100.00
AI2906_v1_c2	AI2766_v1_c4	99.998	100.00
AI2906_v1_c2	AI2852_v1_c4	99.998	100.00
AI2906_v1_c2	AI2905_v1_c3	99.996	100.00
AI2906_v1_c2	AI2929_v1_c4	100.000	100.00
AI2906_v1_c2	AI2962_v1_c4	99.996	100.00
AI2906_v1_c2	AI3018_v1_c5	99.996	100.00
AI2906_v1_c2	AN2353_v1_c2	99.731	100.00
