file_id	-	total_length	rep_type	relaxase_type	mpf_type	orit_type	PredictedMobility
AI2654_v1_c4	G272	5225	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	-	Mobilizable
AI2654_v1_c5	G273	4859	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2654_v1_c6	G274	1917	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2655_v1_c1	-	5271187	-	-	-	-	Non-mobilizable
AI2655_v1_c2	G1	242483	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2655_v1_c3	G1	114836	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2655_v1_c4	G275	6761	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2655_v1_c5	G276	5216	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	-	Mobilizable
AI2655_v1_c6	G277	4859	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2655_v1_c7	G278	1917	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2656_v1_c1	-	4924022	-	-	MPF_F	-	Non-mobilizable
AI2656_v1_c2	G1	293216	IncH,rep_cluster_1088	MOBH	MPF_F	MOBH	Conjugative
AI2656_v1_c3	G1	115960	-	-	-	MOB_unknown	Mobilizable
AI2656_v1_c4	G279	5540	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2656_v1_c5	G280	2511	ColRNAI_rep_cluster_1987	-	-	MOB_unknown	Mobilizable
AI2657_v1_c1	-	4929335	-	-	MPF_F	-	Non-mobilizable
AI2657_v1_c2	G1	290113	IncH,rep_cluster_1088	MOBH	MPF_F	MOBH	Conjugative
AI2657_v1_c3	G1	115962	-	-	-	MOB_unknown	Mobilizable
AI2657_v1_c4	G281	2511	ColRNAI_rep_cluster_1987	-	-	MOB_unknown	Mobilizable
AI2658_v1_c1	-	4924012	-	-	MPF_F	-	Non-mobilizable
AI2658_v1_c2	G1	293216	IncH,rep_cluster_1088	MOBH	MPF_F	MOBH	Conjugative
AI2658_v1_c3	G1	116775	-	-	-	MOB_unknown	Mobilizable
AI2658_v1_c4	G282	5540	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2658_v1_c5	G283	2511	ColRNAI_rep_cluster_1987	-	-	MOB_unknown	Mobilizable
AI2659_v1_c1	-	4847468	-	-	MPF_F	-	Non-mobilizable
AI2659_v1_c2	G1	276644	IncH,rep_cluster_1088	MOBH	MPF_F	MOBH	Conjugative
AI2659_v1_c3	G28	115150	IncFIB	-	-	-	Non-mobilizable
AI2659_v1_c4	G1	104655	rep_cluster_1444	-	-	MOB_unknown	Mobilizable
AI2659_v1_c5	G284	4995	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2660_v1_c1	-	5411196	-	-	MPF_T	-	Non-mobilizable
AI2660_v1_c2	G1	173778	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2660_v1_c3	G1	45455	IncR	MOBP	-	-	Mobilizable
AI2660_v1_c4	G1000	4897	-	MOBP	-	-	Mobilizable
AI2660_v1_c5	G1004	3438	rep_cluster_2023	-	-	-	Non-mobilizable
AI2661_v1_c1	-	5150246	-	-	-	-	Non-mobilizable
AI2661_v1_c2	G1	205393	rep_cluster_404	-	-	-	Non-mobilizable
AI2661_v1_c3	G1	149443	IncFII,IncFIB,IncFII	MOBF	MPF_F	MOBP	Conjugative
AI2661_v1_c4	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2661_v1_c5	G285	3576	ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2662_v1_c1	-	4702592	-	-	-	-	Non-mobilizable
AI2662_v1_c2	G1	248724	IncH,rep_cluster_1088	MOBH	MPF_F	MOBH	Conjugative
AI2662_v1_c3	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2662_v1_c4	G922	4036	-	-	-	-	Non-mobilizable
AI2662_v1_c5	G286	2495	ColRNAI_rep_cluster_1987	-	-	MOB_unknown	Mobilizable
AI2662_v1_c6	G287	2348	ColRNAI_rep_cluster_1996	-	-	-	Non-mobilizable
AI2662_v1_c7	G288	2317	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2664_v1_c1	-	5332296	-	-	-	-	Non-mobilizable
AI2664_v1_c2	G1	453084	rep_cluster_1150,IncFIB	MOBH	MPF_F	-	Conjugative
AI2664_v1_c3	G1	65479	IncR	-	-	-	Non-mobilizable
AI2664_v1_c4	G289	4167	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2665_v1_c1	-	5413871	-	-	MPF_T	-	Non-mobilizable
AI2665_v1_c2	G1	170150	IncFII,IncR,IncFII	MOBF	MPF_F	-	Conjugative
AI2665_v1_c3	G1	158474	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2665_v1_c4	G1	65015	IncL/M	MOBP	MPF_I	-	Conjugative
AI2665_v1_c5	G290	2058	ColRNAI_rep_cluster_1993	-	-	-	Non-mobilizable
AI2665_v1_c6	G291	1552	ColRNAI_rep_cluster_1885	-	-	MOB_unknown	Mobilizable
AI2666_v1_c1	-	4961487	-	-	-	-	Non-mobilizable
AI2666_v1_c2	G1	290966	IncH,rep_cluster_1088	MOBH	MPF_F	MOBH	Conjugative
AI2666_v1_c3	G28	110089	IncFIB	-	-	-	Non-mobilizable
AI2666_v1_c4	G1	87686	IncFIB	-	-	-	Non-mobilizable
AI2666_v1_c5	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2666_v1_c6	G1093	1335	-	-	-	MOBP	Mobilizable
AI2667_v1_c1	-	5295905	-	MOBP	-	-	Mobilizable
AI2667_v1_c2	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2667_v1_c3	G1	32754	IncR	MOBP	-	-	Mobilizable
AI2667_v1_c4	G292	2987	ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2668_v1_c1	-	4964029	-	-	-	-	Non-mobilizable
AI2668_v1_c2	G1	287088	IncH,rep_cluster_1088	MOBH	MPF_F	MOBH	Conjugative
AI2668_v1_c3	G1	142948	IncFIB	-	-	-	Non-mobilizable
AI2668_v1_c4	G28	110089	IncFIB	-	-	-	Non-mobilizable
AI2668_v1_c5	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2668_v1_c6	G293	3810	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2668_v1_c7	G1094	1335	-	-	-	MOBP	Mobilizable
AI2669_v1_c1	-	5467570	-	-	MPF_T	-	Non-mobilizable
AI2669_v1_c2	G1	171349	IncFII,IncR,IncFII	MOBF	MPF_F	-	Conjugative
AI2669_v1_c3	G1	158485	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2669_v1_c4	G1	65015	IncL/M	MOBP	MPF_I	-	Conjugative
AI2669_v1_c5	G294	2058	ColRNAI_rep_cluster_1993	-	-	-	Non-mobilizable
AI2669_v1_c6	G295	1552	ColRNAI_rep_cluster_1885	-	-	MOB_unknown	Mobilizable
AI2670_v1_c1	-	5416465	-	-	MPF_T	-	Non-mobilizable
AI2670_v1_c2	G1	194000	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2670_v1_c3	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2670_v1_c4	G1	49255	-	-	-	-	Non-mobilizable
AI2670_v1_c5	G923	3849	ColRNAI_rep_cluster_1857	-	-	-	Non-mobilizable
AI2671_v1_c1	-	5334172	-	-	-	-	Non-mobilizable
AI2671_v1_c2	G1	453861	rep_cluster_1150,IncFIB	MOBH	MPF_F	-	Conjugative
AI2671_v1_c3	G1	125259	rep_cluster_1418,IncFIA,IncR	-	-	-	Non-mobilizable
AI2671_v1_c4	G296	4167	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2672_v1_c1	-	4817784	-	-	-	-	Non-mobilizable
AI2672_v1_c2	G1	122177	IncFII,IncFIB	-	-	-	Non-mobilizable
AI2672_v1_c3	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2672_v1_c4	G297	4783	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2672_v1_c5	G298	2495	ColRNAI_rep_cluster_1987	-	-	MOB_unknown	Mobilizable
AI2673_v1_c1	-	4817783	-	-	-	-	Non-mobilizable
AI2673_v1_c2	G1	122177	IncFII,IncFIB	-	-	-	Non-mobilizable
AI2673_v1_c3	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2673_v1_c4	G299	4783	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2673_v1_c5	G300	2495	ColRNAI_rep_cluster_1987	-	-	MOB_unknown	Mobilizable
AI2674_v1_c1	-	4878224	rep_cluster_24	-	-	-	Non-mobilizable
AI2674_v1_c2	G1	110358	IncFIB,IncFII	-	-	-	Non-mobilizable
AI2674_v1_c3	G1	106769	IncFII,IncFIA,IncFII	-	MPF_F	-	Non-mobilizable
AI2674_v1_c4	G1	65572	IncL/M	MOBP	MPF_I	-	Conjugative
AI2674_v1_c5	G301	4804	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2675_v1_c1	-	5448387	-	-	-	-	Non-mobilizable
AI2675_v1_c2	G1	182080	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2675_v1_c3	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2675_v1_c4	G1	53249	rep_cluster_1418,IncR,IncFIA	-	-	-	Non-mobilizable
AI2675_v1_c5	G302	9294	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2675_v1_c6	G303	4867	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2676_v1_c1	-	5307428	-	-	-	-	Non-mobilizable
AI2676_v1_c2	G1	157881	IncFIB,rep_cluster_1150	-	-	-	Non-mobilizable
AI2676_v1_c3	G1	87775	rep_cluster_1418,IncFIA,IncR	-	-	-	Non-mobilizable
AI2676_v1_c4	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2676_v1_c5	G304	5114	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2676_v1_c6	G305	4167	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2676_v1_c7	G306	3897	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2677_v1_c1	-	5441253	-	-	MPF_T	-	Non-mobilizable
AI2677_v1_c2	G1	240627	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2677_v1_c3	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2678_v1_c1	-	5345840	-	-	-	-	Non-mobilizable
AI2678_v1_c2	G1	162553	IncFIB,rep_cluster_1150	-	-	-	Non-mobilizable
AI2678_v1_c3	G1	122800	rep_cluster_1418,IncFIA,IncR	-	-	-	Non-mobilizable
AI2678_v1_c4	G307	4167	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2679_v1_c1	-	4890478	rep_cluster_24	-	-	-	Non-mobilizable
AI2679_v1_c2	G1	110358	IncFIB,IncFII	-	-	-	Non-mobilizable
AI2679_v1_c3	G1	106769	IncFII,IncFIA,IncFII	-	MPF_F	-	Non-mobilizable
AI2679_v1_c4	G1	65572	IncL/M	MOBP	MPF_I	-	Conjugative
AI2679_v1_c5	G308	4804	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2680_v1_c1	-	4933761	-	-	-	-	Non-mobilizable
AI2680_v1_c2	G1	276560	IncH,rep_cluster_1088	MOBH	MPF_F	MOBH	Conjugative
AI2680_v1_c3	G1	132684	IncFIB,IncFIA	-	-	-	Non-mobilizable
AI2680_v1_c4	G28	110089	IncFIB	-	-	-	Non-mobilizable
AI2680_v1_c5	G1	62611	IncL/M	MOBP	MPF_I	-	Conjugative
AI2680_v1_c6	G309	1410	-	-	-	-	Non-mobilizable
AI2680_v1_c7	G310	1335	-	-	-	MOBP	Mobilizable
AI2680_v1_c8	G311	821	-	-	-	-	Non-mobilizable
AI2680_v1_c9	G312	138	-	-	-	-	Non-mobilizable
AI2681_v1_c1	-	5445481	-	-	-	-	Non-mobilizable
AI2681_v1_c2	G1	182079	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2681_v1_c3	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2681_v1_c4	G1	56855	rep_cluster_1418,IncR,IncFIA	-	-	-	Non-mobilizable
AI2681_v1_c5	G313	9294	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2681_v1_c6	G314	5379	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2681_v1_c7	G315	4867	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2682_v1_c1	-	5285889	-	-	-	-	Non-mobilizable
AI2682_v1_c2	G1	252602	IncFIB,IncU,rep_cluster_1418,IncFIA,IncR,rep_cluster_1150	-	-	-	Non-mobilizable
AI2682_v1_c3	G1	66983	rep_cluster_959,IncFII	MOBF	MPF_F	-	Conjugative
AI2682_v1_c4	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2682_v1_c5	G316	4167	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2682_v1_c6	G317	3897	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2683_v1_c1	-	4818560	-	-	-	-	Non-mobilizable
AI2683_v1_c2	G1	131622	IncFII,IncFIB	-	-	-	Non-mobilizable
AI2683_v1_c3	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2683_v1_c4	G318	4783	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2683_v1_c5	G319	2495	ColRNAI_rep_cluster_1987	-	-	MOB_unknown	Mobilizable
AI2686_v1_c1	-	5263462	-	-	-	-	Non-mobilizable
AI2686_v1_c2	G1	182080	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2686_v1_c3	G1	66509	rep_cluster_1418,IncR	-	-	-	Non-mobilizable
AI2686_v1_c4	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2686_v1_c5	G320	5379	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2686_v1_c6	G321	3541	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2687_v1_c1	-	5307304	-	-	-	-	Non-mobilizable
AI2687_v1_c2	G1	157881	IncFIB,rep_cluster_1150	-	-	-	Non-mobilizable
AI2687_v1_c3	G1	87775	rep_cluster_1418,IncFIA,IncR	-	-	-	Non-mobilizable
AI2687_v1_c4	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2687_v1_c5	G322	5114	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2687_v1_c6	G323	4167	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2687_v1_c7	G324	3897	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2688_v1_c1	-	4779216	-	-	-	-	Non-mobilizable
AI2688_v1_c2	G1	281514	IncH,rep_cluster_1088	MOBH	MPF_F	MOBH	Conjugative
AI2688_v1_c3	G28	115150	IncFIB	-	-	-	Non-mobilizable
AI2688_v1_c4	G1	111618	IncFII	MOBF	MPF_F	-	Conjugative
AI2688_v1_c5	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2688_v1_c6	G1060	46638	rep_cluster_1	-	-	-	Non-mobilizable
AI2688_v1_c7	G325	9923	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2688_v1_c8	G326	2495	ColRNAI_rep_cluster_1987	-	-	MOB_unknown	Mobilizable
AI2689_v1_c1	-	4739102	-	-	-	-	Non-mobilizable
AI2689_v1_c2	G1	265136	IncH,rep_cluster_1088	MOBP,MOBH	MPF_F	MOBH	Conjugative
AI2689_v1_c3	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2689_v1_c4	G1095	40488	-	-	-	-	Non-mobilizable
AI2689_v1_c5	G327	2495	ColRNAI_rep_cluster_1987	-	-	MOB_unknown	Mobilizable
AI2689_v1_c6	G328	2317	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2689_v1_c7	G1061	1162	-	-	-	-	Non-mobilizable
AI2691_v1_c1	-	5308201	-	-	-	-	Non-mobilizable
AI2691_v1_c2	G1	269437	rep_cluster_1150	MOBH	MPF_F	-	Conjugative
AI2691_v1_c3	G1	102377	rep_cluster_1418,IncR	-	-	-	Non-mobilizable
AI2691_v1_c4	G329	4167	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2691_v1_c5	G330	3897	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2693_v1_c1	-	5231669	-	-	-	-	Non-mobilizable
AI2693_v1_c2	G1	153380	IncFIB,IncFII	MOBP,MOBF	MPF_F	-	Conjugative
AI2693_v1_c3	G1	65572	IncL/M	MOBP	MPF_I	-	Conjugative
AI2694_v1_c1	-	4893140	rep_cluster_24	-	-	-	Non-mobilizable
AI2694_v1_c2	G1	109271	IncFII,IncFIA,IncFII	-	MPF_F	-	Non-mobilizable
AI2694_v1_c3	G1	69721	IncFII,IncFII	-	-	-	Non-mobilizable
AI2694_v1_c4	G1	65572	IncL/M	MOBP	MPF_I	-	Conjugative
AI2694_v1_c5	G1	40637	IncFIB	-	-	-	Non-mobilizable
AI2694_v1_c6	G331	4804	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2695_v1_c1	-	4644587	-	-	-	-	Non-mobilizable
AI2695_v1_c2	G28	107168	IncFIB	-	-	-	Non-mobilizable
AI2695_v1_c3	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2695_v1_c4	G1	49145	IncX3	MOBP	MPF_T	-	Conjugative
AI2695_v1_c5	G332	4995	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2696_v1_c1	-	4817852	-	-	-	-	Non-mobilizable
AI2696_v1_c2	G1	131622	IncFII,IncFIB	-	-	-	Non-mobilizable
AI2696_v1_c3	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2696_v1_c4	G333	4783	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2696_v1_c5	G334	2495	ColRNAI_rep_cluster_1857	-	-	MOB_unknown	Mobilizable
AI2697_v1_c1	-	4673327	-	-	-	-	Non-mobilizable
AI2697_v1_c2	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2697_v1_c3	G335	2495	ColRNAI_rep_cluster_1987	-	-	MOB_unknown	Mobilizable
AI2697_v1_c4	G336	2317	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2698_v1_c1	-	5541216	-	-	MPF_T	-	Non-mobilizable
AI2698_v1_c2	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2698_v1_c3	G15	55950	rep_cluster_1	-	-	-	Non-mobilizable
AI2698_v1_c4	G337	2317	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2699_v1_c1	-	5827436	-	-	-	-	Non-mobilizable
AI2699_v1_c2	G1	209598	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2699_v1_c3	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2699_v1_c4	G338	2789	ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2700_v1_c1	-	5241159	-	MOBP	-	-	Mobilizable
AI2700_v1_c2	G1	301001	rep_cluster_1150	MOBH	MPF_F	-	Conjugative
AI2700_v1_c3	G1	214016	IncFIB,IncU,rep_cluster_1150	-	-	-	Non-mobilizable
AI2700_v1_c4	G1	40359	IncP,IncU	MOBP	-	-	Mobilizable
AI2701_v1_c1	-	5366670	-	-	-	-	Non-mobilizable
AI2701_v1_c2	G1	162963	IncFIB,IncH,rep_cluster_1150	-	-	-	Non-mobilizable
AI2701_v1_c3	G1	98537	rep_cluster_1418,IncFII	MOBF	MPF_F	-	Conjugative
AI2701_v1_c4	G1	20618	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2701_v1_c5	G339	4173	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2701_v1_c6	G340	3223	ColRNAI_rep_cluster_1987	MOBP	-	-	Mobilizable
AI2701_v1_c7	G341	2617	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2701_v1_c8	G342	1748	ColRNAI_rep_cluster_1993	-	-	-	Non-mobilizable
AI2702_v1_c1	-	5323319	-	-	-	-	Non-mobilizable
AI2702_v1_c2	G1	202515	IncFIB	MOBP	-	-	Mobilizable
AI2702_v1_c3	G1	78064	IncL/M	MOBP	MPF_I	-	Conjugative
AI2703_v1_c1	-	4814770	-	-	-	-	Non-mobilizable
AI2703_v1_c2	G1	145050	IncFIB,IncFIIA,IncFII	MOBF	MPF_F	MOBF	Conjugative
AI2703_v1_c3	G28	110667	IncFIB	-	-	-	Non-mobilizable
AI2703_v1_c4	G1038	55379	rep_cluster_1368	MOBP	MPF_T	-	Conjugative
AI2703_v1_c5	G1	40408	IncP,IncU	MOBP	-	-	Mobilizable
AI2704_v1_c1	-	4802485	-	-	-	-	Non-mobilizable
AI2704_v1_c2	G1	127430	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2704_v1_c3	G1038	55379	rep_cluster_1368	MOBP	MPF_T	-	Conjugative
AI2704_v1_c4	G1	40289	IncP,IncU	MOBP	-	-	Mobilizable
AI2704_v1_c5	G343	5252	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2704_v1_c6	G344	3223	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2705_v1_c1	-	5017737	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2705_v1_c2	G1	66681	-	MOBP	MPF_T	-	Conjugative
AI2705_v1_c3	G1	40714	IncP,IncU	MOBP	-	-	Mobilizable
AI2705_v1_c4	G345	6134	-	-	-	-	Non-mobilizable
AI2705_v1_c5	G346	4938	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2705_v1_c6	G347	4783	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2705_v1_c7	G348	1917	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2706_v1_c1	-	5440206	-	-	-	-	Non-mobilizable
AI2706_v1_c2	G1	204647	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2706_v1_c3	G1	127275	IncFIB,ColRNAI_rep_cluster_1857,IncFII,IncFII	MOBC,MOBF	MPF_F	-	Conjugative
AI2707_v1_c1	-	5442630	-	-	-	-	Non-mobilizable
AI2707_v1_c2	G1	204647	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2707_v1_c3	G1	113639	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2707_v1_c4	G1	13636	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2709_v1_c1	-	5279735	-	-	-	-	Non-mobilizable
AI2709_v1_c2	G1	238281	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2709_v1_c3	G1	112640	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2709_v1_c4	G349	3811	ColRNAI_rep_cluster_1857,rep_cluster_2050	-	-	MOBP	Mobilizable
AI2710_v1_c1	-	4892224	-	-	-	-	Non-mobilizable
AI2710_v1_c2	G1	424614	IncH,rep_cluster_1088,IncFII,IncFIB,IncFII	MOBF,MOBH	MPF_F	MOBH	Conjugative
AI2710_v1_c3	G1	40646	IncP,IncU	MOBP	-	-	Mobilizable
AI2710_v1_c4	G350	5252	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2710_v1_c5	G351	3223	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2711_v1_c1	-	5527863	-	-	-	-	Non-mobilizable
AI2711_v1_c2	G1	228616	IncH,rep_cluster_1088	-	MPF_F	MOBH	Mobilizable
AI2711_v1_c3	G1	40356	IncP,IncU	MOBP	-	-	Mobilizable
AI2711_v1_c4	G352	6937	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2713_v1_c1	-	5355320	-	-	-	-	Non-mobilizable
AI2713_v1_c2	G1	161750	IncFIB,IncH,rep_cluster_1150	-	-	-	Non-mobilizable
AI2713_v1_c3	G1	98537	rep_cluster_1418,IncFII	MOBF	MPF_F	-	Conjugative
AI2713_v1_c4	G1	20618	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2713_v1_c5	G353	12628	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2713_v1_c6	G354	4173	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2713_v1_c7	G355	3223	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2713_v1_c8	G356	1748	ColRNAI_rep_cluster_1993	-	-	-	Non-mobilizable
AI2714_v1_c1	-	5440192	-	-	-	-	Non-mobilizable
AI2714_v1_c2	G1	204647	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2714_v1_c3	G1	113639	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2714_v1_c4	G1	13636	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2715_v1_c1	-	4879412	-	-	-	-	Non-mobilizable
AI2715_v1_c2	G1	125197	IncFIB,IncQ1,IncFIIA,IncFII	MOBP,MOBF	MPF_F	MOBF	Conjugative
AI2715_v1_c3	G1	97252	IncI1	MOBP	MPF_I	MOBP	Conjugative
AI2715_v1_c4	G1	39780	IncP,IncU	MOBP	-	-	Mobilizable
AI2715_v1_c5	G357	5252	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2715_v1_c6	G358	2317	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2716_v1_c1	-	4917649	-	-	-	-	Non-mobilizable
AI2716_v1_c2	G1	153105	-	-	-	MOB_unknown	Mobilizable
AI2716_v1_c3	G1	94373	IncR	MOBC	MPF_T	-	Conjugative
AI2717_v1_c1	-	5190356	-	MOBP	-	-	Mobilizable
AI2717_v1_c2	G1	289840	rep_cluster_1150	MOBH	MPF_F	-	Conjugative
AI2717_v1_c3	G1	214783	IncFIB,IncU,rep_cluster_1150	-	-	-	Non-mobilizable
AI2717_v1_c4	G1	42118	IncR	-	-	-	Non-mobilizable
AI2717_v1_c5	G1	40577	IncP,IncU	MOBP	-	-	Mobilizable
AI2719_v1_c1	-	4978857	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2719_v1_c10	G359	4783	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2719_v1_c11	G924	2102	Inc13	-	-	-	Non-mobilizable
AI2719_v1_c12	G360	2021	-	-	-	-	Non-mobilizable
AI2719_v1_c13	G361	1917	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
